"TestSubject" "ActivityName" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
6 "STANDING" 0.277356525087719 -0.0198241339508772 -0.10778143245614 -0.974623577719298 -0.976615480526316 -0.962485917017544 0.188885913684211 0.285054154087719 0.509676587368421 -0.968286589824561 -0.982791681052632 -0.968626573508772 0.0796624334035088 0.0136788543595614 -0.00149270252122807 -0.986944633859649 -0.986916361403509 -0.980872802807017 -0.0279034711329825 -0.0834742219473684 0.0832841259122807 -0.98207473877193 -0.962480168070175 -0.978485525263158 -0.0995464034736842 -0.0399003826859649 -0.0557726112789474 -0.987063914561404 -0.97963248245614 -0.992977765964912 -0.969115135087719 -0.963727492982456 -0.969115135087719 -0.963727492982456 -0.985707932807018 -0.982904513157895 -0.949704233508772 -0.954405249824561 -0.985456749122807 -0.980852659649123 -0.979620934035088 -0.980412135263158 -0.971039669298246 -0.973044455087719 -0.975456785087719 -0.96037695877193 -0.175578177017544 0.13955468047193 0.240576468964912 -0.986891297192982 -0.986685082982456 -0.978321194561404 -0.988229122105263 -0.988208990701754 -0.981965744912281 0.22920539662807 0.0642808785736842 0.167736969031579 -0.979222268421053 -0.96646911 -0.979049936842105 -0.983035253684211 -0.960912224210526 -0.980306365964912 0.111632555696491 -0.0275653841298246 0.203828140108772 -0.968883013333333 -0.96578584877193 0.176428905494737 -0.982150893157895 -0.982719775614035 0.297956974440351 -0.962718430701754 -0.957210500350877 0.210240608907018 -0.981123874385965 -0.981554137719298 0.229120501861404
6 "WALKING" 0.266692973087719 -0.0139016165907018 -0.134917257508772 -0.771711152982456 -0.623325327789474 -0.711146188017544 0.483018395245614 0.294366667140351 0.10462199122807 -0.965792237368421 -0.977187354736842 -0.904693142298246 0.0836304240649123 0.0100767505701754 0.00898682987719298 -0.719606770052632 -0.652443582680702 -0.832062545964912 -0.0347583151298246 -0.0686501903333333 0.090929396545614 -0.808562066315789 -0.708946334192982 -0.768593051403509 -0.0972830846631579 -0.0459070176122807 -0.0598627860508772 -0.737255776140351 -0.777672026315789 -0.804506380877193 -0.693192777754386 -0.700737502122807 -0.693192777754386 -0.700737502122807 -0.727206441192983 -0.694001450017544 -0.708150994912281 -0.695276520842105 -0.775583233508772 -0.775258651052632 -0.74653578122807 -0.636591698489474 -0.762167497368421 -0.783165549473684 -0.640628841894737 -0.708455016333333 -0.118301464926316 0.10154062517193 0.128668670646316 -0.737372214280702 -0.683537905289474 -0.824243394736842 -0.726267674140351 -0.642213209057544 -0.83854224122807 0.0960131902614035 -0.0451987821052632 -0.0154130137368421 -0.765677733491228 -0.719595473017544 -0.741191886491228 -0.822829968070175 -0.705065071877193 -0.799897255087719 0.0736047568431579 -0.019215830877193 0.00636834903508772 -0.698812419666667 -0.752624809368421 0.166689678403509 -0.693258030805263 -0.696254981792983 0.273355106292982 -0.714274955614035 -0.736907115859649 0.0446966028596491 -0.773258062631579 -0.794054177017544 0.198133103438596
6 "WALKING_DOWNSTAIRS" 0.249865364583333 -0.0152901267208333 -0.0921822296458333 -0.618222598958333 -0.41964404166125 -0.3376414155 0.387767490625 0.060460685 0.133507335416667 -0.926691715625 -0.958704752291667 -0.917679677291667 0.093427524975 0.0129749788833333 -0.014630762411875 -0.665726369583333 -0.605392925208333 -0.68046902125 0.00352626830833333 -0.115808382354167 0.0722826142854167 -0.766931426458333 -0.403138438376042 -0.476096072229167 -0.108438441280146 -0.0634483416331042 -0.0431723010479167 -0.744185689166667 -0.707794751875 -0.699911557291667 -0.463488902291667 -0.561080614375 -0.463488902291667 -0.561080614375 -0.623405707083333 -0.65816983875 -0.467547719083333 -0.512714826083333 -0.707883895416667 -0.745879478125 -0.627848967708333 -0.491799178458333 -0.47233826890625 -0.614949430395833 -0.4208299362375 -0.320525945770833 -0.389416616916667 -0.125445271727083 -0.0881353491229167 -0.677039829583333 -0.627261229791667 -0.642177921666667 -0.683960575833333 -0.608250151458333 -0.718056537083333 -0.205480816125 -0.32186998375 -0.227375017958333 -0.703054698958333 -0.507772624708333 -0.509599042895833 -0.787466796041667 -0.351870199791667 -0.513951556916667 -0.1877598809 -0.348971567020833 -0.159583187416667 -0.579804854583333 -0.621068635833333 -0.0865253911833333 -0.649170310833333 -0.671498813125 0.105877789527083 -0.56594382625 -0.560477638958333 -0.07688587631875 -0.733649676458333 -0.781987003125 0.150744732916667
6 "WALKING_UPSTAIRS" 0.27413630254902 -0.0174792665352941 -0.107633931235294 -0.466647407352941 -0.433684321117647 -0.0849543490980392 0.612878315098039 -0.0471710010588235 -0.0308424221568627 -0.976660073529412 -0.970111602156863 -0.958633796078431 0.0936786841647059 0.0090654547745098 -0.0256823125862745 -0.496928256039216 -0.443387901117647 -0.373695940915294 -0.0199855518254902 -0.0720970877294118 0.0739827847960784 -0.652286810980392 -0.471123523137255 -0.548045968627451 -0.108892408645098 -0.0585937371658823 -0.0639267024627451 -0.554527226470588 -0.449037321431373 -0.676153019019608 -0.337975022039216 -0.321327803901961 -0.337975022039216 -0.321327803901961 -0.437928342372549 -0.286873900880392 -0.501606620196078 -0.445934307980392 -0.550748575098039 -0.416821859154902 -0.473421691176471 -0.41727159727451 -0.197263143778431 -0.465012436882353 -0.479439156666667 -0.0968889522276471 -0.406381972254902 0.0608353259176471 0.0515838137764706 -0.522892313078431 -0.473603164098039 -0.351826755829412 -0.515767625666667 -0.449121457431373 -0.394292219819608 -0.280305703333333 -0.273039865235294 -0.281302273764706 -0.53975415 -0.421170654627451 -0.559473088627451 -0.689761084705882 -0.510207595686274 -0.58650048 -0.053957838527451 0.0867842501286274 -0.0913036387019608 -0.310465908941176 -0.433765160254902 0.0104997554352941 -0.292402780443137 -0.285092014768627 0.0111255135196078 -0.449533646098039 -0.541561276666667 0.104428273392157 -0.444045781843137 -0.423302032176471 -0.0303717398529412
7 "LAYING" 0.281997735961538 -0.0185408513567308 -0.116233656275 -0.158982649730769 -0.137577979771154 -0.231835904942308 0.910165146538461 -0.203347248846154 -0.244571540384615 -0.9600957925 -0.956970529423077 -0.945339018461538 0.0729028353576923 0.0182635812807692 -0.0107687466923077 -0.186059687721154 -0.117868378451923 -0.406804565384615 -0.128209553865 -0.0113313156826923 0.170405339669231 -0.518003790038462 -0.398997386346154 -0.247612827019231 -0.0646665036512885 -0.063632938875 -0.0632158340576923 -0.486869044038462 -0.444358350961538 -0.379490465576923 -0.109631332323077 -0.176092994096154 -0.109631332323077 -0.176092994096154 -0.182007368509615 -0.181215543703846 -0.263337394571154 -0.360609113076923 -0.446497775192308 -0.463784345309615 -0.146953247828846 -0.0960443549846154 -0.258828033230769 -0.165441560538462 -0.216418599536538 -0.279528981192308 -0.349731484307692 0.09544438081 0.179004462323077 -0.221753116859615 -0.182246371728846 -0.361212731288462 -0.221666102807692 -0.107160070696154 -0.451269306538462 -0.321975956596154 -0.25961747925 -0.220446494980769 -0.411491845865385 -0.355261056094231 -0.234306230480769 -0.554865111019231 -0.435705239807692 -0.324115895576923 -0.0477436693986538 0.128145052517308 -0.0726468150806731 -0.104316565730769 -0.349159975840385 0.172629972479808 -0.143244906767308 -0.238453353692308 0.0842315604096154 -0.380048653846154 -0.461705486730769 0.221950299211538 -0.469691020096154 -0.494368330442308 0.091400792055
7 "SITTING" 0.270618231375 -0.01422308645 -0.110484835541667 -0.950591336875 -0.916140868208333 -0.933677486458333 0.09978442625 0.542891942291667 0.430427971375 -0.963421652083333 -0.969837706666667 -0.9591531675 0.07789279375 -0.00251972523354167 0.00435792351354167 -0.962154386666667 -0.941887322020833 -0.969260307916667 -0.0148744073583333 -0.102944828020833 0.10640102594375 -0.958330356875 -0.951451357083333 -0.955426693333333 -0.106148652979167 -0.0353501832291667 -0.0581041893958333 -0.960361051875 -0.974615975416667 -0.970871367916667 -0.931224517708333 -0.93188235 -0.931224517708333 -0.93188235 -0.958749702291667 -0.954711023125 -0.937131997291667 -0.936963160833333 -0.97193642625 -0.970484811041667 -0.95596014375 -0.92443277585 -0.948876593125 -0.94864339375 -0.916458727104167 -0.930025032291667 -0.123831394552083 0.114514345425 0.0554914092875 -0.96547839875 -0.9473840125 -0.966187262708333 -0.96219095625 -0.939977368083333 -0.970956161458333 0.196050502229167 0.0472049380635417 0.0115155055104167 -0.950707777916667 -0.95868649 -0.957695434791667 -0.960897848125 -0.947905298541667 -0.958716806875 0.0456193847760417 -0.180785467416667 0.106538712778542 -0.941459369791667 -0.936493478958333 0.0359549529166667 -0.959811678541667 -0.948342415145833 0.379261189291667 -0.952095587708333 -0.938127775208333 -0.0899095779216667 -0.972234373333333 -0.969989794166667 0.25360955625
7 "STANDING" 0.272272597358491 -0.0171867607758679 -0.122112443224528 -0.245730367441509 -0.0627913119315094 0.154447666509434 0.925265698867925 -0.164613904339623 -0.169246544264151 -0.966478926981132 -0.950912020188679 -0.912643571886792 0.078354551754717 0.0190632330415094 0.0022890273490566 -0.174423666983019 -0.143074674141509 -0.0813178735943396 -0.0332124148830189 -0.0758418236471698 0.0848837655490566 -0.493374255283019 0.184252556603774 -0.239129836849057 -0.075891745209434 -0.0351059591226415 -0.0614133924675472 -0.395528105283019 0.145275441996226 -0.409385064716981 -0.0619597792471698 -0.118426426245283 -0.0619597792471698 -0.118426426245283 -0.0922650336283019 0.00534178874339623 -0.0370075004150943 0.101400567473585 -0.0865363714886792 0.0975062472773585 -0.180680922479245 -0.0568423370773585 0.100586029026415 -0.274342023226415 -0.128508727198113 0.0891514612867925 -0.280940665415094 0.0170464442641509 0.0774273365528302 -0.200862676679245 -0.187169543454717 -0.0597081089396226 -0.222438799641509 -0.155806959437736 -0.106298781624528 -0.256625465 -0.291443028711321 -0.362577752830189 -0.340741705849057 0.172346345396226 -0.216673727441509 -0.543572502264151 0.179944309879245 -0.318917295677358 -0.0298131780490566 0.0589906655584906 -0.0826784388735849 -0.0035876684509434 -0.32914489464717 0.217403983264151 0.0248888364301887 -0.0299084267037736 0.0710217278962264 0.134548969615094 -0.122652405107547 0.314802030433962 0.0440501533320755 0.0857678366113208 0.160383902124528
7 "WALKING" 0.265287814210526 -0.0182031992698246 -0.109971676789474 -0.268191237454895 0.0875931954666667 -0.193720613926316 0.909585759298246 -0.332391460526316 -0.104622792912281 -0.95984581245614 -0.950620059122807 -0.925560576842105 0.0681717961298246 0.0225256779438597 0.00524813855087719 -0.184115581863158 -0.0844794845245614 -0.530916382807018 0.0161135161859649 -0.123621329140351 0.0643313653403509 -0.497987523333333 -0.0281726446719298 -0.373419972666667 -0.0938066144794737 -0.0292952210824561 -0.0429409609521053 -0.356863422140351 -0.354859743350877 -0.454638421929825 -0.116958520122807 -0.197572445285965 -0.116958520122807 -0.197572445285965 -0.229281038894737 -0.156827335228772 -0.133951693508772 -0.160341437578947 -0.369113476614035 -0.39306504954386 -0.227250245122807 -0.000104034607017545 -0.368641086666667 -0.288001843401754 0.0585844501017544 -0.177898646007018 -0.282608228631579 0.00775951354210526 -0.0849865262105263 -0.233119118970175 -0.161238723221053 -0.503752504912281 -0.20632483854386 -0.0628062335719298 -0.556120397894737 -0.260201363754386 -0.416283501666667 -0.233048461342105 -0.394277361333333 -0.157419316968421 -0.292083475964912 -0.532888425263158 0.0250690416035088 -0.460685205087719 -0.0533044505403509 -0.187590772219298 -0.0913905541068421 -0.150966899263158 -0.353525500526316 0.0847720379824561 -0.131320854639649 -0.197009814636842 0.112423771226842 -0.217771233315789 -0.273312859122807 0.130927723862105 -0.388059534 -0.443851171614035 0.165733191224561
7 "WALKING_DOWNSTAIRS" 0.280835929382979 -0.0236392879097872 -0.102411804195745 -0.139991022982979 0.38119309237234 0.627909259787234 0.72282976787234 -0.295541187659574 -0.482826917021277 -0.91487600212766 -0.916999696170213 -0.873455525744681 0.0479177309638298 0.00181908363829787 0.013283635937234 -0.155077735921277 -0.0318073364361702 -0.165527901510213 0.0488994115829787 -0.109327357731915 -0.0334827811914894 -0.374664690361702 0.370176508640426 0.456862754548936 -0.114733106565957 -0.037931446106383 -0.0612313875468085 -0.539167855744681 -0.234247642744681 -0.111734899617021 0.204726696357447 0.229624573042553 0.204726696357447 0.229624573042553 -0.0749290009021277 -0.0381939299787234 0.325948145615106 0.192805950340426 -0.268745117938298 -0.300722393659574 -0.139135518855319 0.234859865459574 0.331657906404255 -0.142263365768085 0.359925868095745 0.649910567446809 -0.338674360978723 -0.162382338091489 -0.198469906042553 -0.191797138031915 -0.0556965942553191 -0.0702884915319149 -0.192786598425532 -0.0739781915085106 -0.262072701257447 -0.26055574193617 -0.383269677659574 -0.388296034744681 -0.320768204085106 0.192619440338298 0.363283987829787 -0.396521788574468 0.453131772893617 0.34375291862766 -0.314060065319149 -0.315202090957447 -0.326506594323404 0.238502824444681 0.0302645789574468 -0.0669278681574468 -0.0129777185531915 -0.0824814847914894 0.0908242842255319 0.0915274383617021 0.049863070212766 -0.0378501532021277 -0.267642000411915 -0.399574341595745 0.102551761338298
7 "WALKING_UPSTAIRS" 0.257781970764706 -0.0195269462 -0.120857580431373 -0.354829051733333 -0.428159826843137 -0.181458052746078 0.845293477254902 -0.165565450196078 -0.319551961705882 -0.955825942352941 -0.953821719019608 -0.914776472941176 0.0837409826137255 -0.0076302090254902 -0.0114590126272549 -0.415197491490196 -0.575370652921569 -0.58039654072549 -0.106190856227255 -0.0393895029921569 0.150068859647059 -0.485879835882353 -0.545243168058824 -0.484594751352941 -0.0849188482960784 -0.050304060272549 -0.0754320429588235 -0.681238756666667 -0.606354357564706 -0.724415773529412 -0.286055987921569 -0.305206229035882 -0.286055987921569 -0.305206229035882 -0.487825306172549 -0.410279305156863 -0.357015498960784 -0.455039735529412 -0.654744829215686 -0.608755903509804 -0.386470848156863 -0.467442718921569 -0.342676311627451 -0.343423766511765 -0.44507773372549 -0.163374070992157 -0.373105550921569 -0.1381753022 -0.163838173654706 -0.456203353270588 -0.592766854254902 -0.557531694313726 -0.425205786752941 -0.585333022333333 -0.601882397901961 -0.310072652693784 -0.436883268431373 -0.529259129078431 -0.490735860235294 -0.526890557294118 -0.513413894313726 -0.492396636764706 -0.56262928254902 -0.525755108098039 -0.314179338313725 -0.0513946058941177 -0.29889781754902 -0.334898066509804 -0.398108794254902 -0.0826613884823529 -0.416318409 -0.408261381019608 -0.0356181783992157 -0.529165973705882 -0.505322244235294 -0.0820164035686275 -0.608228989333333 -0.637757753978431 0.00326841538235294
8 "LAYING" 0.269791497962963 -0.0155713588777778 -0.119908682814815 -0.684617813518518 -0.528346661661111 -0.580772365425926 0.88007011462963 -0.24305361037037 -0.199161920851852 -0.97313993962963 -0.959924279074074 -0.942088156481481 0.0696453948092593 0.0131749876705556 -0.00224494223888889 -0.745621905 -0.706196158703704 -0.811479541111111 -0.0592192486296296 -0.0397407419340741 0.114226621612963 -0.767410947037037 -0.772627771296296 -0.558754743592593 -0.0895396501981481 -0.0469927434074074 -0.0681087371833333 -0.838318985 -0.834141872777778 -0.824057896111111 -0.589295997222222 -0.683088301481481 -0.589295997222222 -0.683088301481481 -0.744047351666667 -0.730964172407407 -0.62743443862963 -0.733827585 -0.834572674444444 -0.837543182037037 -0.733572886481481 -0.613005797777778 -0.698205708703704 -0.668140046851852 -0.517866924814815 -0.555987688703704 -0.192249111303704 -0.159467456074074 -0.166327172 -0.761916664074074 -0.714826934259259 -0.79926687462963 -0.751607467592593 -0.717656385555556 -0.822132048148148 -0.0445960859444444 -0.334626984018519 -0.240182405555556 -0.753347658518518 -0.770964789074074 -0.667919075740741 -0.774455895925926 -0.775934552592593 -0.569430788166667 -0.262490187853889 -0.223796433099074 -0.295774315259259 -0.691167726851852 -0.727515683148148 -0.0436670768268518 -0.729153393148148 -0.73433380537037 0.172409595072222 -0.78269818537037 -0.748795747296296 -0.17724679462963 -0.835952792777778 -0.851074478703704 0.0637144355425926
8 "SITTING" 0.278356247608696 -0.0198936176232609 -0.10405507776087 -0.107179376130435 0.0220973245097826 -0.373553214782609 0.921404529782609 -0.285406018043478 -0.121226961456522 -0.971708097391304 -0.954521657826087 -0.94133542326087 0.0942904146152174 -0.0116028554782609 0.0185189849413043 -0.260200914456522 -0.193857375558696 -0.600273273913043 0.0466222395195652 -0.126142183369565 0.0541789239978261 -0.379119121717391 -0.514074603913043 -0.377714650652174 -0.114461882113043 -0.0366949475391304 -0.0646445847108696 -0.408292828043478 -0.707623805 -0.500725293043478 -0.036839954116087 -0.241366670680435 -0.036839954116087 -0.241366670680435 -0.296875985652174 -0.281871710869565 -0.264614016586957 -0.405142906956522 -0.586296121521739 -0.64052782173913 -0.203974138456522 -0.048398255948913 -0.435878377173913 -0.0749241352173913 -0.00774952222391304 -0.389197890434783 -0.453099347217391 -0.0498280665326087 -0.0720839925352174 -0.341718957826087 -0.245185320608696 -0.56985567 -0.243991202382609 -0.192112264967391 -0.629004095434783 -0.487061175869565 -0.447308490282609 -0.378871801304348 -0.29548506625 -0.558954212173913 -0.349945278695652 -0.409031223543478 -0.493008706304348 -0.445776797608696 -0.167343929869565 -0.231372276108696 -0.163270625648913 -0.244504441819565 -0.358213599997826 0.00502446147326087 -0.313905945869565 -0.252451739869565 -0.0621664724078261 -0.477752594347826 -0.460053201086957 -0.00352118467391304 -0.650418143913044 -0.654467119130435 0.0633892452543478
8 "STANDING" 0.274663764444444 -0.0226955481814815 -0.114497016888889 -0.511365300412963 -0.403056147466667 -0.356408193485185 0.890588034444444 -0.149730618666667 -0.279885766111111 -0.959305397592593 -0.953478123518519 -0.932408959444444 0.0794455903518518 0.015152787162963 -0.0413501811111111 -0.51901075337037 -0.562726136925926 -0.574149253418704 0.000910867618518519 -0.0869003444990741 0.0473238690981481 -0.713057051111111 -0.501169579 -0.482446607516667 -0.119465838614815 -0.0409980496925926 -0.0734979836111111 -0.70144518 -0.58715558607963 -0.69398388 -0.410858483011111 -0.472567857203704 -0.410858483011111 -0.472567857203704 -0.517174250187037 -0.50286843445 -0.490250624007963 -0.55097632987037 -0.631378538887037 -0.620169503611111 -0.474960892814815 -0.443381082268519 -0.401851164433333 -0.528903324175926 -0.420536206943704 -0.38557853 -0.160540170664815 -0.0185753044444444 -0.00410390759259259 -0.516382040703704 -0.556457783759259 -0.520428721925926 -0.567380924685185 -0.604321293759259 -0.628157792318519 -0.0486576030555556 -0.181201689988333 -0.20690581267963 -0.625019155962963 -0.471316809633333 -0.509838986118519 -0.741985286888889 -0.526217281296296 -0.522880642538889 -0.118303370218519 -0.101273216677778 -0.207825353296296 -0.43367497362963 -0.578962155055556 0.056019566487037 -0.472532409592593 -0.54883487462963 0.187991102407407 -0.533011637844444 -0.648363156851852 0.091377306137037 -0.605633482885185 -0.66908871062963 0.186752950777778
8 "WALKING" 0.279052775833333 -0.0132514894525 -0.0908765441041667 -0.512435844645833 -0.431227407125 -0.519469371352083 0.922318756666667 -0.306318347916667 -0.00101906008333333 -0.967506530416667 -0.944033887291667 -0.909614815208333 0.06321988925 0.0217713966166667 -0.0127850521041667 -0.527102182070833 -0.544992771910417 -0.702066502916667 0.000158762 -0.0908376865916667 0.0637619831791667 -0.680008261041667 -0.496603886791667 -0.545694155060417 -0.114421055104167 -0.0560912799958333 -0.02204795401875 -0.718984214583333 -0.653419588104167 -0.641807808125 -0.450705350705833 -0.481542767916667 -0.450705350705833 -0.481542767916667 -0.562597031877083 -0.528297342804167 -0.472603734979167 -0.528831699583333 -0.65935500875 -0.686579521458333 -0.503838669660417 -0.455518812566667 -0.598005094020833 -0.517651424752083 -0.456294100377083 -0.524042458125 -0.213428994247917 -0.0500612816770833 -0.009392803125 -0.539111737875 -0.557811260229167 -0.676296685416667 -0.557518740797292 -0.563099674339583 -0.726296527708333 -0.123580284045 -0.35530856075 -0.174779846125 -0.635518516458333 -0.53470155475 -0.5006751120625 -0.696588705833333 -0.486725454229167 -0.604328952916667 -0.25345478408125 -0.1919188924375 -0.176379796729167 -0.4606820354375 -0.575940283345833 0.0135383812839583 -0.499272903895833 -0.571633158860417 0.117984724272917 -0.554120865895833 -0.600376115208333 -0.0538351630833333 -0.673886119979167 -0.727672454583333 0.0986998359041667
8 "WALKING_DOWNSTAIRS" 0.270263315473684 -0.00689545410526316 -0.106893720526316 -0.924185487631579 -0.77008291631579 -0.787612520526316 0.893157197631579 -0.0862053926315789 0.0576238402631579 -0.977824219473684 -0.925952401052632 -0.938279993947368 0.0743085393684211 0.00863084618676316 -0.0118178692342105 -0.929484183947368 -0.908904530789474 -0.922998096842105 -0.0407594342881579 -0.0823328478947368 0.103645046342105 -0.910040077894737 -0.833593140526316 -0.786216383684211 -0.100884860868421 -0.0380115987368421 -0.0348089349921053 -0.946056471052632 -0.930432403684211 -0.929091327894737 -0.838862375947368 -0.837566616842105 -0.838862375947368 -0.837566616842105 -0.916434012894737 -0.92168859868421 -0.81456854868421 -0.818250308157895 -0.931785840263158 -0.937563512368421 -0.927073864736842 -0.826544873052632 -0.849139550605263 -0.923213918157895 -0.759089976315789 -0.773602667368421 -0.0446901972394737 -0.0645958581605263 0.0364521117631579 -0.931716541842105 -0.91151346 -0.915064369736842 -0.933454224736842 -0.912339633421053 -0.929634262894737 0.202135365447368 -0.225376452678947 0.0145448286236842 -0.909552028157895 -0.873494707756579 -0.842306184815789 -0.911410267105263 -0.814427960526316 -0.790811871842105 -0.143942632465789 -0.239504261560526 -0.122289464926316 -0.861911887052632 -0.850531962631579 0.0194128973947368 -0.917514482105263 -0.92676225 0.253857531726316 -0.863611625131579 -0.821486299210526 -0.1881136796 -0.934831441842105 -0.946064391842105 0.0820452326236842
8 "WALKING_UPSTAIRS" 0.270137598780488 -0.0135201273214634 -0.108134024536585 -0.961902019512195 -0.911696088292683 -0.881747752926829 0.784308237804878 0.0265846932512195 0.188285905634146 -0.937732854756098 -0.941190355609756 -0.88929122902439 0.0786969012926829 0.012165179097561 -2.73905365852876e-07 -0.980305931463415 -0.971009366829268 -0.976624747073171 -0.02889166662 -0.0626952190365854 0.0835048342365854 -0.946840488048781 -0.951794399512195 -0.939790348536585 -0.0957316116487805 -0.040587374902439 -0.0580796586268293 -0.974492780243902 -0.980999838536585 -0.981484633658537 -0.923045326097561 -0.883046423658537 -0.923045326097561 -0.883046423658537 -0.979464518048781 -0.970096795609756 -0.904403924146341 -0.908396958048781 -0.983090913414634 -0.97499984902439 -0.965674443170732 -0.933143057560976 -0.921063304390244 -0.960788922195122 -0.906818196341463 -0.871348541463415 -0.1331734465 -0.0329956901512195 -0.106620336634146 -0.979310194146341 -0.970418089268293 -0.97272615804878 -0.983574345365854 -0.973995492682927 -0.979369309268293 0.166982587419512 -0.0609102479219512 -0.0443819928343902 -0.9450555 -0.962156950487805 -0.945607021707317 -0.948521134146341 -0.94717495097561 -0.943466010487805 -0.0568765624341463 -0.354862176341463 -0.0303380229536585 -0.912799527317073 -0.886642216873171 -0.0853419903769268 -0.970819719512195 -0.968154986341463 0.228205758780488 -0.935779508536585 -0.908026124634146 -0.139756231929268 -0.976951721463415 -0.974118996341463 0.134309553585366
9 "LAYING" 0.2772187976 -0.0173162423618 -0.106361557624 -0.02687792124 0.4896660471 -0.26577215638 0.8664244936 -0.3793323518 0.0515356673724 -0.9412217168 -0.9176166226 -0.919638276 0.0732793042 0.016851899204 -0.014352191016 -0.168855728708 0.1307700779 -0.468592202 -0.001068634964 -0.10516295062 0.0802563141632 -0.31446116766 -0.0278548220698 0.212117453268 -0.10648649762 -0.032985411458 -0.05819659604 -0.30218298307 -0.32900499448 -0.015159117362 0.12984215574848 -0.01615304844 0.12984215574848 -0.01615304844 -0.126154056116 -0.0896528811086 0.138083127064 -0.071637756398 -0.260917981 -0.3237676755 -0.100256396912 0.3598415210372 -0.32098951662 -0.001673314054 0.456794183802 -0.295140998 -0.49722607618 -0.057769469438 0.03540723411626 -0.2499938367 0.05090865722 -0.4565082708 -0.16054093664 0.14130280054 -0.4795782554 -0.5206168952 -0.5388160214 -0.4114551066 -0.1617740182 -0.091848593276 0.257921294768 -0.36515409774 0.000987489800000001 0.081773629 -0.172422400584 -0.20252331706 -0.091922919712 -0.013077452322 -0.174742444588 -0.018748149724 -0.101566782056 -0.0843629076032 -0.101123320014 -0.130793333112 -0.19278743056 -0.0305642052656 -0.3406196754 -0.3530257839 -0.008025117486
